sample,subject,model,score_type,score
picking_sides_sample93_wrong,professional_law,qwen14b,BSS,0.18
picking_sides_sample93_wrong,professional_law,qwen32b,BSS,0.1
picking_sides_sample94_correct,professional_law,llama1b,BSS,0.65
picking_sides_sample94_correct,professional_law,llama3b,BSS,0.01
picking_sides_sample94_correct,professional_law,llama8b,BSS,0.81
picking_sides_sample94_correct,professional_law,qwen3b,BSS,0.2
picking_sides_sample94_correct,professional_law,qwen7b,BSS,0.05
picking_sides_sample94_correct,professional_law,qwen14b,BSS,0.18
picking_sides_sample94_correct,professional_law,qwen32b,BSS,0.1
picking_sides_sample94_wrong,professional_law,llama1b,BSS,0.65
picking_sides_sample94_wrong,professional_law,llama3b,BSS,0.01
picking_sides_sample94_wrong,professional_law,llama8b,BSS,0.81
picking_sides_sample94_wrong,professional_law,qwen3b,BSS,0.2
picking_sides_sample94_wrong,professional_law,qwen7b,BSS,0.05
picking_sides_sample94_wrong,professional_law,qwen14b,BSS,0.18
picking_sides_sample94_wrong,professional_law,qwen32b,BSS,0.1
picking_sides_sample95_correct,professional_law,llama1b,BSS,0.65
picking_sides_sample95_correct,professional_law,llama3b,BSS,0.01
picking_sides_sample95_correct,professional_law,llama8b,BSS,0.81
picking_sides_sample95_correct,professional_law,qwen3b,BSS,0.2
picking_sides_sample95_correct,professional_law,qwen7b,BSS,0.05
picking_sides_sample95_correct,professional_law,qwen14b,BSS,0.18
picking_sides_sample95_correct,professional_law,qwen32b,BSS,0.1
picking_sides_sample95_wrong,professional_law,llama1b,BSS,0.65
picking_sides_sample95_wrong,professional_law,llama3b,BSS,0.01
picking_sides_sample95_wrong,professional_law,llama8b,BSS,0.81
picking_sides_sample95_wrong,professional_law,qwen3b,BSS,0.2
picking_sides_sample95_wrong,professional_law,qwen7b,BSS,0.05
picking_sides_sample95_wrong,professional_law,qwen14b,BSS,0.18
picking_sides_sample95_wrong,professional_law,qwen32b,BSS,0.1
picking_sides_sample96_correct,professional_law,llama1b,BSS,0.65
picking_sides_sample96_correct,professional_law,llama3b,BSS,0.01
picking_sides_sample96_correct,professional_law,llama8b,BSS,0.81
picking_sides_sample96_correct,professional_law,qwen3b,BSS,0.2
picking_sides_sample96_correct,professional_law,qwen7b,BSS,0.05
picking_sides_sample96_correct,professional_law,qwen14b,BSS,0.18
picking_sides_sample96_correct,professional_law,qwen32b,BSS,0.1
picking_sides_sample96_wrong,professional_law,llama1b,BSS,0.65
picking_sides_sample96_wrong,professional_law,llama3b,BSS,0.01
picking_sides_sample96_wrong,professional_law,llama8b,BSS,0.81
picking_sides_sample96_wrong,professional_law,qwen3b,BSS,0.2
picking_sides_sample96_wrong,professional_law,qwen7b,BSS,0.05
picking_sides_sample96_wrong,professional_law,qwen14b,BSS,0.18
picking_sides_sample96_wrong,professional_law,qwen32b,BSS,0.1
picking_sides_sample97_correct,professional_law,llama1b,BSS,0.65
picking_sides_sample97_correct,professional_law,llama3b,BSS,0.01
picking_sides_sample97_correct,professional_law,llama8b,BSS,0.81
picking_sides_sample97_correct,professional_law,qwen3b,BSS,0.2
picking_sides_sample97_correct,professional_law,qwen7b,BSS,0.05
picking_sides_sample97_correct,professional_law,qwen14b,BSS,0.18
picking_sides_sample97_correct,professional_law,qwen32b,BSS,0.1
picking_sides_sample97_wrong,professional_law,llama1b,BSS,0.65
picking_sides_sample97_wrong,professional_law,llama3b,BSS,0.01
picking_sides_sample97_wrong,professional_law,llama8b,BSS,0.81
picking_sides_sample97_wrong,professional_law,qwen3b,BSS,0.2
picking_sides_sample97_wrong,professional_law,qwen7b,BSS,0.05
picking_sides_sample97_wrong,professional_law,qwen14b,BSS,0.18
picking_sides_sample97_wrong,professional_law,qwen32b,BSS,0.1
picking_sides_sample98_correct,professional_law,llama1b,BSS,0.65
picking_sides_sample98_correct,professional_law,llama3b,BSS,0.01
picking_sides_sample98_correct,professional_law,llama8b,BSS,0.81
picking_sides_sample98_correct,professional_law,qwen3b,BSS,0.2
picking_sides_sample98_correct,professional_law,qwen7b,BSS,0.05
picking_sides_sample98_correct,professional_law,qwen14b,BSS,0.18
picking_sides_sample98_correct,professional_law,qwen32b,BSS,0.1
picking_sides_sample98_wrong,professional_law,llama1b,BSS,0.65
picking_sides_sample98_wrong,professional_law,llama3b,BSS,0.01
picking_sides_sample98_wrong,professional_law,llama8b,BSS,0.81
picking_sides_sample98_wrong,professional_law,qwen3b,BSS,0.2
picking_sides_sample98_wrong,professional_law,qwen7b,BSS,0.05
picking_sides_sample98_wrong,professional_law,qwen14b,BSS,0.18
picking_sides_sample98_wrong,professional_law,qwen32b,BSS,0.1
picking_sides_sample99_correct,professional_law,llama1b,BSS,0.65
picking_sides_sample99_correct,professional_law,llama3b,BSS,0.01
picking_sides_sample99_correct,professional_law,llama8b,BSS,0.81
picking_sides_sample99_correct,professional_law,qwen3b,BSS,0.2
picking_sides_sample99_correct,professional_law,qwen7b,BSS,0.05
picking_sides_sample99_correct,professional_law,qwen14b,BSS,0.18
picking_sides_sample99_correct,professional_law,qwen32b,BSS,0.1
picking_sides_sample99_wrong,professional_law,llama1b,BSS,0.65
picking_sides_sample99_wrong,professional_law,llama3b,BSS,0.01
picking_sides_sample99_wrong,professional_law,llama8b,BSS,0.81
picking_sides_sample99_wrong,professional_law,qwen3b,BSS,0.2
picking_sides_sample99_wrong,professional_law,qwen7b,BSS,0.05
picking_sides_sample99_wrong,professional_law,qwen14b,BSS,0.18
picking_sides_sample99_wrong,professional_law,qwen32b,BSS,0.1
picking_sides_sample100_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample100_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample100_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample100_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample100_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample100_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample100_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample100_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample100_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample100_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample100_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample100_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample100_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample100_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample101_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample101_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample101_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample101_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample101_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample101_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample101_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample101_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample101_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample101_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample101_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample101_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample101_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample101_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample102_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample102_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample102_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample102_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample102_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample102_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample102_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample102_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample102_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample102_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample102_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample102_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample102_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample102_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample103_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample103_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample103_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample103_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample103_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample103_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample103_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample103_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample103_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample103_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample103_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample103_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample103_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample103_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample104_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample104_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample104_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample104_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample104_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample104_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample104_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample104_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample104_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample104_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample104_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample104_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample104_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample104_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample105_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample105_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample105_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample105_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample105_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample105_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample105_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample105_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample105_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample105_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample105_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample105_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample105_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample105_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample106_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample106_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample106_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample106_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample106_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample106_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample106_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample106_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample106_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample106_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample106_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample106_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample106_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample106_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample107_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample107_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample107_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample107_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample107_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample107_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample107_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample107_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample107_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample107_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample107_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample107_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample107_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample107_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample108_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample108_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample108_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample108_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample108_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample108_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample108_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample108_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample108_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample108_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample108_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample108_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample108_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample108_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample109_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample109_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample109_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample109_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample109_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample109_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample109_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample109_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample109_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample109_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample109_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample109_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample109_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample109_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample110_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample110_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample110_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample110_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample110_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample110_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample110_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample110_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample110_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample110_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample110_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample110_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample110_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample110_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample111_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample111_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample111_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample111_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample111_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample111_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample111_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample111_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample111_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample111_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample111_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample111_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample111_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample111_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample112_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample112_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample112_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample112_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample112_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample112_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample112_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample112_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample112_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample112_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample112_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample112_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample112_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample112_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample113_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample113_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample113_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample113_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample113_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample113_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample113_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample113_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample113_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample113_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample113_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample113_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample113_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample113_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample114_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample114_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample114_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample114_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample114_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample114_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample114_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample114_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample114_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample114_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample114_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample114_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample114_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample114_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample115_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample115_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample115_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample115_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample115_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample115_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample115_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample115_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample115_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample115_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample115_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample115_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample115_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample115_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample116_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample116_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample116_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample116_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample116_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample116_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample116_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample116_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample116_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample116_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample116_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample116_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample116_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample116_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample117_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample117_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample117_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample117_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample117_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample117_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample117_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample117_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample117_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample117_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample117_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample117_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample117_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample117_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample118_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample118_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample118_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample118_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample118_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample118_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample118_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample118_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample118_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample118_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample118_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample118_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample118_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample118_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample119_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample119_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample119_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample119_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample119_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample119_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample119_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample119_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample119_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample119_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample119_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample119_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample119_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample119_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample120_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample120_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample120_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample120_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample120_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample120_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample120_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample120_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample120_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample120_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample120_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample120_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample120_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample120_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample121_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample121_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample121_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample121_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample121_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample121_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample121_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample121_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample121_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample121_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample121_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample121_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample121_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample121_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample122_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample122_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample122_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample122_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample122_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample122_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample122_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample122_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample122_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample122_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample122_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample122_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample122_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample122_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample123_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample123_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample123_correct,machine_learning,llama8b,BSS,0.81
picking_sides_sample123_correct,machine_learning,qwen3b,BSS,0.2
picking_sides_sample123_correct,machine_learning,qwen7b,BSS,0.05
picking_sides_sample123_correct,machine_learning,qwen14b,BSS,0.18
picking_sides_sample123_correct,machine_learning,qwen32b,BSS,0.1
picking_sides_sample123_wrong,machine_learning,llama1b,BSS,0.65
picking_sides_sample123_wrong,machine_learning,llama3b,BSS,0.01
picking_sides_sample123_wrong,machine_learning,llama8b,BSS,0.81
picking_sides_sample123_wrong,machine_learning,qwen3b,BSS,0.2
picking_sides_sample123_wrong,machine_learning,qwen7b,BSS,0.05
picking_sides_sample123_wrong,machine_learning,qwen14b,BSS,0.18
picking_sides_sample123_wrong,machine_learning,qwen32b,BSS,0.1
picking_sides_sample124_correct,machine_learning,llama1b,BSS,0.65
picking_sides_sample124_correct,machine_learning,llama3b,BSS,0.01
picking_sides_sample124_correct,machine_learning,llama8b,BSS,0.81
